,1972,1973,1974,1975,1976,1977,1978,1980,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1993,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,,Source
46,2.0,1.0,3.0,3.0,3.0,3.0,,2.0,2.0,,3.0,2.0,,2.0,,1.0,3.0,,3.0,2.0,1.0,3.0,3.0,,2.0,,2.0,0.0,2.0,3.0,,,,
47,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,,3.0,2.0,,1.0,3.0,,,2.0,3.0,1.0,2.0,3.0,,2.0,,2.0,,1.0,,3.0,2.0,,,
48,3.0,2.0,1.0,3.0,2.0,1.0,,2.0,2.0,,0.0,2.0,,2.0,,3.0,2.0,3.0,3.0,,3.0,1.0,3.0,,,2.0,,,,2.0,3.0,,,
49,2.0,2.0,2.0,1.0,3.0,3.0,,1.0,1.0,,2.0,2.0,,3.0,,2.0,2.0,2.0,,2.0,1.0,3.0,2.0,3.0,,1.0,,,2.0,3.0,,2.0,,
50,2.0,3.0,2.0,1.0,1.0,2.0,,1.0,2.0,,3.0,2.0,,3.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,,,1.0,3.0,,,3.0,,
51,2.0,2.0,1.0,1.0,0.0,2.0,,1.0,2.0,,2.0,3.0,,3.0,3.0,2.0,,,,,2.0,0.0,3.0,,,,3.0,,,1.0,3.0,2.0,,
52,2.0,3.0,1.0,2.0,0.0,1.0,,2.0,1.0,,2.0,3.0,,2.0,3.0,2.0,2.0,3.0,3.0,0.0,,1.0,3.0,0.0,,3.0,3.0,,3.0,2.0,,,,
53,3.0,2.0,1.0,1.0,2.0,2.0,,2.0,0.0,,3.0,2.0,,2.0,,3.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,2.0,2.0,,,2.0,2.0,,
54,3.0,3.0,1.0,3.0,2.0,3.0,,1.0,2.0,,0.0,2.0,,1.0,1.0,2.0,3.0,2.0,3.0,,3.0,2.0,3.0,1.0,,,,,2.0,2.0,3.0,,,
55,3.0,2.0,1.0,3.0,2.0,1.0,,1.0,2.0,,1.0,2.0,,1.0,3.0,3.0,,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,,,3.0,3.0,,1.0,,
56,2.0,3.0,1.0,3.0,3.0,3.0,,3.0,1.0,,3.0,2.0,,2.0,2.0,,2.0,0.0,3.0,,3.0,2.0,2.0,3.0,,3.0,,0.0,2.0,1.0,,,,
57,2.0,3.0,1.0,2.0,2.0,1.0,,2.0,0.0,,2.0,3.0,,3.0,,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,,2.0,,
58,2.0,2.0,0.0,3.0,3.0,1.0,,3.0,3.0,,2.0,3.0,,2.0,,3.0,2.0,3.0,3.0,,,3.0,2.0,,,1.0,,,2.0,,3.0,1.0,,
59,2.0,3.0,2.0,2.0,2.0,2.0,,3.0,2.0,,3.0,3.0,,2.0,1.0,0.0,2.0,,,1.0,1.0,3.0,3.0,2.0,,2.0,,2.0,,3.0,2.0,,,
60,2.0,0.0,0.0,2.0,3.0,3.0,,3.0,3.0,,3.0,3.0,,3.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,,,2.0,,2.0,,2.0,2.0,3.0,1.0,,
61,1.0,2.0,0.0,2.0,2.0,3.0,,1.0,2.0,,3.0,2.0,,3.0,3.0,,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,3.0,2.0,,,,,,,
62,1.0,3.0,0.0,3.0,2.0,1.0,,2.0,3.0,,3.0,2.0,,1.0,,,1.0,,,2.0,3.0,1.0,2.0,2.0,3.0,2.0,,,3.0,2.0,1.0,2.0,,
63,3.0,3.0,3.0,0.0,2.0,3.0,,2.0,2.0,,1.0,2.0,,3.0,,1.0,,2.0,2.0,2.0,3.0,3.0,1.0,,,1.0,2.0,2.0,3.0,3.0,,3.0,,
64,3.0,3.0,3.0,2.0,2.0,0.0,,1.0,0.0,,2.0,1.0,,0.0,,1.0,,3.0,,3.0,3.0,1.0,2.0,1.0,,,,2.0,2.0,2.0,2.0,,,
65,0.0,2.0,2.0,1.0,3.0,2.0,,2.0,2.0,,3.0,1.0,,3.0,3.0,,3.0,,3.0,2.0,3.0,1.0,2.0,0.0,,,0.0,3.0,3.0,3.0,1.0,3.0,,
66,3.0,2.0,3.0,2.0,3.0,2.0,,3.0,3.0,,1.0,3.0,,2.0,2.0,3.0,2.0,3.0,3.0,,2.0,1.0,3.0,,2.0,2.0,3.0,,,3.0,,1.0,,
67,1.0,2.0,3.0,3.0,2.0,2.0,,2.0,2.0,,2.0,2.0,,2.0,3.0,,,1.0,3.0,2.0,1.0,2.0,3.0,1.0,,,,,2.0,,1.0,2.0,,
68,2.0,1.0,2.0,2.0,2.0,2.0,,2.0,3.0,,2.0,3.0,,2.0,,3.0,,2.0,3.0,,2.0,2.0,3.0,,,,3.0,,,2.0,1.0,3.0,,
69,3.0,2.0,2.0,3.0,3.0,3.0,,3.0,1.0,,2.0,2.0,,3.0,3.0,2.0,3.0,,2.0,,1.0,1.0,,1.0,,3.0,1.0,,2.0,1.0,1.0,,,
70,2.0,2.0,2.0,2.0,2.0,3.0,,1.0,0.0,,3.0,2.0,,2.0,0.0,1.0,2.0,,2.0,2.0,1.0,3.0,1.0,1.0,,,2.0,3.0,1.0,,1.0,,,
71,3.0,0.0,1.0,2.0,0.0,1.0,,1.0,0.0,,2.0,2.0,,1.0,,0.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,
72,1.0,3.0,3.0,3.0,3.0,1.0,,2.0,2.0,,2.0,2.0,,3.0,3.0,1.0,2.0,1.0,3.0,2.0,,3.0,2.0,,3.0,,3.0,1.0,1.0,,,2.0,,
73,3.0,3.0,2.0,3.0,2.0,3.0,,2.0,2.0,,3.0,1.0,,2.0,,,3.0,,1.0,,2.0,3.0,0.0,2.0,,,,2.0,2.0,,,2.0,,
74,2.0,2.0,1.0,3.0,1.0,2.0,,0.0,2.0,,2.0,0.0,,1.0,3.0,,2.0,2.0,3.0,,2.0,3.0,,2.0,,2.0,3.0,,,1.0,3.0,1.0,,
75,3.0,3.0,1.0,2.0,3.0,3.0,,3.0,3.0,,2.0,0.0,,1.0,2.0,2.0,2.0,,3.0,1.0,2.0,2.0,3.0,1.0,,,3.0,3.0,,2.0,,3.0,,
76,1.0,3.0,2.0,2.0,2.0,2.0,,3.0,3.0,,3.0,2.0,,2.0,,,2.0,3.0,,0.0,2.0,3.0,1.0,,,,2.0,2.0,3.0,3.0,3.0,3.0,,
77,3.0,1.0,1.0,2.0,1.0,2.0,,3.0,2.0,,3.0,3.0,,2.0,3.0,2.0,,,,3.0,2.0,2.0,1.0,3.0,,0.0,2.0,2.0,,2.0,2.0,,,
78,2.0,2.0,2.0,2.0,1.0,3.0,,2.0,3.0,,2.0,3.0,,3.0,,,2.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,,2.0,2.0,,,0.0,3.0,2.0,,
79,1.0,3.0,2.0,2.0,3.0,3.0,,3.0,2.0,,3.0,3.0,,3.0,,,2.0,,,3.0,,2.0,1.0,,2.0,,2.0,3.0,2.0,0.0,2.0,,,
80,1.0,2.0,2.0,0.0,2.0,2.0,,3.0,3.0,,1.0,3.0,,3.0,,2.0,2.0,0.0,2.0,3.0,2.0,3.0,,3.0,2.0,2.0,3.0,3.0,,,2.0,2.0,,
81,2.0,2.0,0.0,3.0,2.0,2.0,,2.0,3.0,,2.0,3.0,,2.0,2.0,2.0,2.0,3.0,1.0,2.0,,2.0,2.0,,1.0,2.0,,,,2.0,3.0,2.0,,
82,3.0,1.0,3.0,2.0,3.0,3.0,,3.0,2.0,,2.0,0.0,,,,3.0,1.0,,,3.0,,2.0,,2.0,3.0,,2.0,3.0,2.0,0.0,2.0,,,
83,1.0,3.0,2.0,0.0,3.0,2.0,,3.0,3.0,,2.0,3.0,,2.0,3.0,2.0,,3.0,2.0,2.0,3.0,3.0,1.0,,,2.0,3.0,3.0,2.0,0.0,2.0,3.0,,
84,2.0,2.0,3.0,2.0,2.0,2.0,,3.0,2.0,,2.0,3.0,,2.0,3.0,1.0,,0.0,,,,3.0,2.0,2.0,2.0,,,,,2.0,2.0,2.0,,
85,3.0,2.0,3.0,2.0,2.0,3.0,,3.0,2.0,,3.0,2.0,,2.0,2.0,2.0,,3.0,2.0,3.0,3.0,1.0,0.0,0.0,,3.0,,3.0,2.0,,2.0,,,
86,2.0,1.0,3.0,2.0,3.0,2.0,,2.0,2.0,,1.0,3.0,,2.0,,,,,,3.0,3.0,3.0,2.0,,3.0,,,2.0,3.0,,,,,
87,3.0,0.0,2.0,3.0,3.0,2.0,,3.0,1.0,,3.0,3.0,,3.0,2.0,,1.0,3.0,1.0,,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,,
88,3.0,2.0,3.0,3.0,2.0,3.0,,3.0,1.0,,1.0,2.0,,2.0,1.0,2.0,3.0,,,,3.0,3.0,3.0,,,2.0,2.0,2.0,2.0,2.0,2.0,,,
89,2.0,3.0,3.0,3.0,2.0,2.0,,1.0,2.0,,3.0,0.0,,1.0,0.0,3.0,,3.0,2.0,1.0,,2.0,2.0,1.0,,2.0,,,,2.0,1.0,,,
90,3.0,3.0,1.0,2.0,2.0,2.0,,2.0,2.0,,2.0,1.0,,3.0,3.0,,2.0,1.0,2.0,3.0,2.0,2.0,2.0,,,1.0,2.0,1.0,1.0,,,,,
91,1.0,3.0,0.0,2.0,2.0,1.0,,2.0,1.0,,3.0,2.0,,2.0,,3.0,2.0,,2.0,1.0,,3.0,3.0,2.0,,2.0,2.0,1.0,2.0,0.0,1.0,3.0,,
92,2.0,3.0,2.0,3.0,1.0,2.0,,1.0,1.0,,2.0,1.0,,3.0,2.0,,1.0,1.0,,3.0,2.0,2.0,2.0,3.0,3.0,,2.0,,,3.0,2.0,,,
93,2.0,3.0,3.0,2.0,3.0,2.0,,1.0,1.0,,2.0,0.0,,1.0,2.0,,3.0,1.0,2.0,2.0,3.0,0.0,,,2.0,0.0,2.0,1.0,2.0,,2.0,,,
94,2.0,0.0,3.0,3.0,2.0,2.0,,3.0,2.0,,3.0,3.0,,1.0,,3.0,2.0,2.0,3.0,,1.0,3.0,3.0,,,2.0,3.0,2.0,,,2.0,1.0,,
95,3.0,0.0,2.0,1.0,0.0,1.0,,3.0,2.0,,2.0,2.0,,1.0,,3.0,1.0,,,,1.0,2.0,,3.0,,2.0,,,2.0,2.0,,1.0,,
96,1.0,3.0,1.0,2.0,2.0,3.0,,2.0,2.0,,3.0,1.0,,1.0,2.0,3.0,3.0,,2.0,,2.0,2.0,1.0,,1.0,2.0,3.0,2.0,2.0,2.0,,2.0,,
97,3.0,2.0,2.0,1.0,1.0,3.0,,2.0,1.0,,3.0,0.0,,2.0,3.0,,,,1.0,,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,,
98,3.0,3.0,3.0,2.0,2.0,2.0,,3.0,2.0,,2.0,3.0,,2.0,,3.0,2.0,,2.0,,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,,
99,1.0,3.0,2.0,3.0,2.0,3.0,,3.0,2.0,,1.0,2.0,,1.0,,2.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,,3.0,,2.0,2.0,,
100,2.0,0.0,3.0,2.0,3.0,2.0,,3.0,1.0,,3.0,3.0,,2.0,3.0,2.0,,,3.0,1.0,1.0,2.0,3.0,,2.0,3.0,2.0,1.0,,,2.0,1.0,,
101,2.0,2.0,1.0,2.0,2.0,3.0,,2.0,2.0,,3.0,2.0,,2.0,,,,,2.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,,,0.0,,
102,2.0,2.0,3.0,1.0,0.0,2.0,,3.0,2.0,,2.0,2.0,,1.0,,3.0,1.0,3.0,2.0,,2.0,2.0,3.0,,,,,,3.0,3.0,1.0,3.0,,
103,3.0,2.0,2.0,2.0,1.0,3.0,,2.0,3.0,,3.0,3.0,,1.0,3.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,,1.0,,1.0,2.0,,3.0,1.0,,
104,1.0,2.0,2.0,2.0,0.0,3.0,,1.0,1.0,,3.0,3.0,,1.0,2.0,,2.0,1.0,,2.0,3.0,3.0,1.0,1.0,2.0,,0.0,,,2.0,1.0,,,
105,1.0,3.0,3.0,0.0,0.0,1.0,,3.0,1.0,,1.0,2.0,,1.0,,2.0,2.0,3.0,,,2.0,2.0,0.0,2.0,,,2.0,1.0,3.0,,1.0,2.0,,
106,2.0,3.0,1.0,2.0,1.0,3.0,,2.0,1.0,,2.0,3.0,,2.0,,3.0,3.0,2.0,,2.0,1.0,2.0,,1.0,,1.0,2.0,3.0,3.0,,2.0,,,
107,3.0,3.0,2.0,0.0,1.0,2.0,,3.0,2.0,,3.0,1.0,,1.0,,,,3.0,2.0,,2.0,3.0,2.0,2.0,,,,3.0,1.0,,1.0,,,
108,3.0,3.0,3.0,2.0,2.0,3.0,,1.0,2.0,,2.0,2.0,,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0,0.0,,3.0,1.0,3.0,3.0,,,1.0,2.0,,
109,1.0,3.0,1.0,3.0,1.0,1.0,,2.0,3.0,,3.0,1.0,,2.0,,2.0,,,0.0,,2.0,1.0,2.0,2.0,1.0,,3.0,3.0,,,2.0,,,
110,2.0,2.0,3.0,2.0,3.0,1.0,,2.0,3.0,,2.0,2.0,,2.0,0.0,3.0,,2.0,2.0,,2.0,0.0,2.0,3.0,0.0,2.0,,,2.0,3.0,1.0,2.0,,
111,2.0,3.0,2.0,2.0,1.0,1.0,,2.0,2.0,,1.0,3.0,,2.0,3.0,1.0,2.0,,,1.0,2.0,2.0,2.0,1.0,,3.0,1.0,3.0,1.0,,3.0,,,
112,1.0,3.0,2.0,2.0,3.0,2.0,,1.0,1.0,,3.0,3.0,,0.0,1.0,2.0,,2.0,,2.0,2.0,3.0,2.0,,,,3.0,2.0,3.0,,2.0,,,
113,3.0,3.0,2.0,2.0,3.0,2.0,,2.0,1.0,,3.0,3.0,,2.0,,,2.0,,2.0,,2.0,1.0,,2.0,2.0,2.0,2.0,,3.0,1.0,,,,
114,3.0,2.0,2.0,3.0,2.0,3.0,,3.0,2.0,,1.0,3.0,,2.0,2.0,,2.0,3.0,3.0,2.0,2.0,0.0,,1.0,2.0,,,3.0,2.0,2.0,,,,
115,2.0,2.0,3.0,2.0,2.0,2.0,,2.0,2.0,,1.0,3.0,,2.0,2.0,1.0,,,3.0,1.0,2.0,3.0,2.0,3.0,,3.0,,3.0,,,2.0,2.0,,
116,2.0,2.0,3.0,1.0,2.0,1.0,,2.0,3.0,,1.0,1.0,,3.0,1.0,3.0,0.0,3.0,,2.0,,2.0,,2.0,,,1.0,,2.0,,2.0,,,
117,3.0,3.0,2.0,1.0,0.0,3.0,,2.0,3.0,,3.0,1.0,,1.0,1.0,1.0,0.0,3.0,,2.0,1.0,2.0,1.0,,2.0,2.0,0.0,3.0,,3.0,,1.0,,
118,2.0,2.0,3.0,2.0,2.0,2.0,,0.0,2.0,,2.0,2.0,,3.0,,,3.0,,3.0,1.0,2.0,1.0,3.0,1.0,,1.0,3.0,,2.0,3.0,2.0,3.0,,
119,1.0,2.0,3.0,0.0,1.0,2.0,,2.0,3.0,,3.0,2.0,,3.0,3.0,3.0,2.0,3.0,,2.0,2.0,3.0,0.0,1.0,2.0,,2.0,2.0,2.0,3.0,,2.0,,
120,2.0,3.0,2.0,1.0,3.0,3.0,,2.0,2.0,,2.0,2.0,,2.0,3.0,1.0,3.0,,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,,,3.0,3.0,2.0,,
121,1.0,3.0,0.0,3.0,2.0,2.0,,2.0,3.0,,0.0,2.0,,3.0,3.0,,2.0,1.0,,2.0,2.0,2.0,1.0,,,2.0,3.0,,3.0,3.0,3.0,2.0,,
122,0.0,3.0,2.0,0.0,2.0,3.0,,3.0,2.0,,0.0,3.0,,2.0,3.0,,,3.0,0.0,,,1.0,0.0,2.0,3.0,1.0,,2.0,,3.0,3.0,2.0,,
123,1.0,2.0,2.0,2.0,3.0,3.0,,2.0,2.0,,1.0,3.0,,1.0,2.0,1.0,2.0,,,,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,,,1.0,2.0,,
124,2.0,2.0,1.0,2.0,2.0,1.0,,2.0,3.0,,3.0,1.0,,1.0,3.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,,,2.0,,2.0,,2.0,,2.0,,
125,2.0,3.0,3.0,2.0,1.0,3.0,,2.0,3.0,,2.0,3.0,,1.0,2.0,2.0,,3.0,,,2.0,0.0,1.0,2.0,2.0,2.0,,2.0,2.0,1.0,,,,
126,3.0,2.0,3.0,3.0,0.0,1.0,,3.0,3.0,,2.0,3.0,,1.0,2.0,,,,2.0,,1.0,1.0,1.0,2.0,,1.0,,2.0,3.0,1.0,3.0,2.0,,
127,2.0,3.0,1.0,2.0,1.0,2.0,,3.0,2.0,,3.0,0.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,,3.0,2.0,2.0,2.0,,3.0,2.0,2.0,3.0,,
