,Miss work for health past 30 days,Days of poor physical health past 30 days,Days of poor mental health past 30 days,When did your last paid job end,Number of hours worked last week,Gss year for this respondent
931,,,,,30.0,1998.0
932,,,,,40.0,1998.0
933,,,,1975.0,,1998.0
934,,,,1997.0,,1998.0
935,,,,,45.0,1998.0
936,,,,,50.0,1998.0
937,,,,,14.0,1998.0
938,,,,,70.0,1998.0
939,,,,,50.0,1998.0
940,,,,,50.0,1998.0
941,,,,1997.0,,1998.0
942,,,,,40.0,1998.0
943,,,,,55.0,1998.0
944,,,,,40.0,1998.0
945,,,,,46.0,1998.0
946,,,,,50.0,1998.0
947,,,,,30.0,1998.0
948,,,,,,1998.0
949,,,,1995.0,,1998.0
950,,,,,35.0,1998.0
951,,,,,43.0,1998.0
952,,,,,45.0,1998.0
953,,,,,,1998.0
954,,,,,40.0,1998.0
955,,,,,,1998.0
956,,,,,30.0,1998.0
957,,,,,,1998.0
958,,,,1996.0,,1998.0
959,,,,,49.0,1998.0
960,,,,,40.0,1998.0
961,,,,,56.0,1998.0
962,,,,,40.0,1998.0
963,,,,,,1998.0
964,,,,,,1998.0
965,,,,,40.0,1998.0
966,,,,,,1998.0
967,,,,,,1998.0
968,,,,,40.0,1998.0
969,,,,,,1998.0
970,,,,1998.0,,1998.0
971,,,,,35.0,1998.0
972,,,,,,1998.0
973,,,,,,1998.0
974,,,,,25.0,1998.0
975,,,,,40.0,1998.0
976,,,,,34.0,1998.0
977,,,,,60.0,1998.0
978,,,,,,1998.0
979,,,,,40.0,1998.0
980,,,,1970.0,,1998.0
981,,,,,32.0,1998.0
982,,,,,40.0,1998.0
983,,,,,40.0,1998.0
984,,,,1997.0,,1998.0
985,,,,,28.0,1998.0
986,,,,,,1998.0
987,,,,,47.0,1998.0
988,,,,,,1998.0
989,,,,,40.0,1998.0
990,,,,,36.0,1998.0
991,,,,,48.0,1998.0
992,,,,,54.0,1998.0
993,,,,,,1998.0
994,,,,,40.0,1998.0
995,,,,,,1998.0
996,,,,,,1998.0
997,,,,,,1998.0
998,,,,,40.0,1998.0
999,,,,,,1998.0
1000,,,,1997.0,,1998.0
1001,,,,,40.0,1998.0
1002,,,,,45.0,1998.0
1003,,,,,30.0,1998.0
1004,,,,,24.0,1998.0
1005,,,,,60.0,1998.0
1006,,,,1970.0,,1998.0
1007,,,,,,1998.0
1008,,,,,40.0,1998.0
1009,,,,,25.0,1998.0
1010,,,,,4.0,1998.0
1011,,,,,,1998.0
1012,,,,,,1998.0
1013,,,,,,1998.0
1014,,,,,40.0,1998.0
1015,,,,,,1998.0
1016,,,,,40.0,1998.0
1017,,,,1996.0,,1998.0
1018,,,,,48.0,1998.0
1019,,,,1998.0,,1998.0
1020,,,,1997.0,6.0,1998.0
1021,,,,,38.0,1998.0
1022,,,,,20.0,1998.0
1023,,,,,32.0,1998.0
1024,,,,,,1998.0
1025,,,,1991.0,,1998.0
1026,,,,,24.0,1998.0
1027,,,,,32.0,1998.0
1028,,,,,,1998.0
1029,,,,,,1998.0
1030,,,,,57.0,1998.0
1031,,,,,,1998.0
1032,,,,,,1998.0
1033,,,,,65.0,1998.0
1034,,,,,35.0,1998.0
1035,,,,,,1998.0
1036,,,,,,1998.0
1037,,,,,40.0,1998.0
1038,,,,,40.0,1998.0
1039,,,,,40.0,1998.0
1040,,,,,,1998.0
1041,,,,,50.0,1998.0
1042,,,,,45.0,1998.0
1043,,,,,15.0,1998.0
1044,,,,,,1998.0
1045,,,,,40.0,1998.0
1046,,,,,20.0,1998.0
1047,,,,,,1998.0
1048,,,,1992.0,,1998.0
1049,,,,,65.0,1998.0
1050,,,,,,1998.0
1051,,,,,40.0,1998.0
1052,,,,,20.0,1998.0
1053,,,,,,1998.0
1054,,,,,8.0,1998.0
1055,,,,,,1998.0
1056,,,,,40.0,1998.0
1057,,,,,35.0,1998.0
1058,,,,,,1998.0
1059,,,,,50.0,1998.0
1060,,,,,30.0,1998.0
1061,,,,,,1998.0
1062,,,,,,1998.0
1063,,,,,11.0,1998.0
1064,,,,,45.0,1998.0
1065,,,,,40.0,1998.0
1066,,,,,40.0,1998.0
1067,,,,,49.0,1998.0
1068,,,,,50.0,1998.0
1069,,,,,38.0,1998.0
1070,,,,,,1998.0
1071,,,,,32.0,1998.0
1072,,,,,34.0,1998.0
1073,,,,,40.0,1998.0
1074,,,,,,1998.0
1075,,,,,41.0,1998.0
1076,,,,,32.0,1998.0
1077,,,,,,1998.0
1078,,,,,48.0,1998.0
1079,,,,,40.0,1998.0
1080,,,,,40.0,1998.0
1081,,,,,60.0,1998.0
1082,,,,,35.0,1998.0
1083,,,,,,1998.0
1084,,,,,,1998.0
1085,,,,,50.0,1998.0
1086,,,,,60.0,1998.0
1087,,,,,,1998.0
1088,,,,1985.0,,1998.0
1089,,,,,21.0,1998.0
1090,,,,,60.0,1998.0
1091,,,,,40.0,1998.0
1092,,,,,,1998.0
1093,,,,,29.0,1998.0
1094,,,,,44.0,1998.0
1095,,,,,,1998.0
1096,,,,,49.0,1998.0
1097,,,,,,1998.0
1098,,,,,48.0,1998.0
1099,,,,,,1998.0
1100,,,,,43.0,1998.0
1101,,,,,40.0,1998.0
1102,,,,,36.0,1998.0
1103,,,,,48.0,1998.0
1104,,,,,40.0,1998.0
1105,,,,,40.0,1998.0
1106,,,,,60.0,1998.0
1107,,,,1994.0,,1998.0
1108,,,,,40.0,1998.0
1109,,,,,40.0,1998.0
1110,,,,,19.0,1998.0
1111,,,,1941.0,,1998.0
1112,,,,,35.0,1998.0
1113,,,,,,1998.0
1114,,,,,16.0,1998.0
1115,,,,,,1998.0
1116,,,,,,1998.0
1117,,,,,40.0,1998.0
1118,,,,,60.0,1998.0
1119,,,,,,1998.0
1120,,,,,,1998.0
1121,,,,,,1998.0
1122,,,,,,1998.0
1123,,,,,40.0,1998.0
1124,,,,,,1998.0
1125,,,,,25.0,1998.0
1126,,,,1996.0,,1998.0
1127,,,,,40.0,1998.0
1128,,,,,,1998.0
1129,,,,,46.0,1998.0
1130,,,,,,1998.0
1131,,,,,,1998.0
1132,,,,,42.0,1998.0
1133,,,,,,1998.0
1134,,,,,46.0,1998.0
1135,,,,,13.0,1998.0
1136,,,,,45.0,1998.0
1137,,,,,60.0,1998.0
1138,,,,,50.0,1998.0
1139,,,,,50.0,1998.0
1140,,,,,,1998.0
1141,,,,,70.0,1998.0
1142,,,,,65.0,1998.0
1143,,,,1992.0,,1998.0
1144,,,,,40.0,1998.0
1145,,,,,40.0,1998.0
1146,,,,,,1998.0
1147,,,,1992.0,,1998.0
1148,,,,,,1998.0
1149,,,,,,1998.0
1150,,,,,,1998.0
1151,,,,,40.0,1998.0
1152,,,,,62.0,1998.0
1153,,,,,47.0,1998.0
1154,,,,,60.0,1998.0
1155,,,,,60.0,1998.0
1156,,,,,28.0,1998.0
1157,,,,,80.0,1998.0
1158,,,,,40.0,1998.0
1159,,,,,5.0,1998.0
1160,,,,,47.0,1998.0
1161,,,,,58.0,1998.0
1162,,,,1992.0,,1998.0
1163,,,,,20.0,1998.0
1164,,,,,36.0,1998.0
1165,,,,,40.0,1998.0
1166,,,,,,1998.0
1167,,,,,72.0,1998.0
1168,,,,,50.0,1998.0
1169,,,,,50.0,1998.0
1170,,,,,40.0,1998.0
1171,,,,1984.0,,1998.0
1172,,,,,,1998.0
1173,,,,,20.0,1998.0
1174,,,,,,1998.0
1175,,,,,40.0,1998.0
1176,,,,,40.0,1998.0
1177,,,,,40.0,1998.0
1178,,,,,60.0,1998.0
1179,,,,,,1998.0
1180,,,,,,1998.0
1181,,,,,48.0,1998.0
1182,,,,,70.0,1998.0
1183,,,,,40.0,1998.0
1184,,,,,34.0,1998.0
1185,,,,,40.0,1998.0
1186,,,,,43.0,1998.0
1187,,,,,45.0,1998.0
1188,,,,,40.0,1998.0
1189,,,,,,1998.0
1190,,,,,55.0,1998.0
1191,,,,,43.0,1998.0
1192,,,,,56.0,1998.0
1193,,,,,40.0,1998.0
1194,,,,,,1998.0
1195,,,,,,1998.0
1196,,,,,,1998.0
1197,,,,,32.0,1998.0
1198,,,,,46.0,1998.0
1199,,,,,40.0,1998.0
1200,,,,,,1998.0
1201,,,,,30.0,1998.0
1202,,,,,40.0,1998.0
1203,,,,,22.0,1998.0
1204,,,,,58.0,1998.0
1205,,,,,70.0,1998.0
1206,,,,,,1998.0
1207,,,,,50.0,1998.0
1208,,,,,,1998.0
1209,,,,,,1998.0
1210,,,,,49.0,1998.0
1211,,,,,,1998.0
1212,,,,,,1998.0
1213,,,,,,1998.0
1214,,,,,60.0,1998.0
1215,,,,,,1998.0
1216,,,,,60.0,1998.0
1217,,,,,,1998.0
1218,,,,,40.0,1998.0
1219,,,,,46.0,1998.0
1220,,,,,,1998.0
1221,,,,,40.0,1998.0
1222,,,,,31.0,1998.0
1223,,,,,40.0,1998.0
1224,,,,,40.0,1998.0
1225,,,,,,1998.0
1226,,,,,60.0,1998.0
1227,,,,,60.0,1998.0
1228,,,,,20.0,1998.0
1229,,,,,44.0,1998.0
1230,,,,,38.0,1998.0
1231,,,,,56.0,1998.0
1232,,,,,41.0,1998.0
1233,,,,,,1998.0
1234,,,,,38.0,1998.0
1235,,,,,50.0,1998.0
1236,,,,1997.0,,1998.0
1237,,,,,40.0,1998.0
1238,,,,,,1998.0
1239,,,,,38.0,1998.0
1240,,,,,25.0,1998.0
1241,,,,,,1998.0
1242,,,,,40.0,1998.0
1243,,,,,,1998.0
1244,,,,,48.0,1998.0
1245,,,,,30.0,1998.0
1246,,,,,45.0,1998.0
1247,,,,,40.0,1998.0
1248,,,,,40.0,1998.0
1249,,,,,84.0,1998.0
1250,,,,,40.0,1998.0
1251,,,,,,1998.0
1252,,,,,,1998.0
1253,,,,,42.0,1998.0
1254,,,,,40.0,1998.0
1255,,,,,65.0,1998.0
1256,,,,1997.0,,1998.0
1257,,,,,48.0,1998.0
1258,,,,,,1998.0
1259,,,,,,1998.0
1260,,,,,30.0,1998.0
1261,,,,,40.0,1998.0
1262,,,,,53.0,1998.0
1263,,,,,,1998.0
1264,,,,,,1998.0
1265,,,,,40.0,1998.0
1266,,,,,40.0,1998.0
1267,,,,,25.0,1998.0
1268,,,,,,1998.0
1269,,,,,40.0,1998.0
1270,,,,,24.0,1998.0
1271,,,,,,1998.0
1272,,,,,45.0,1998.0
1273,,,,,40.0,1998.0
1274,,,,,43.0,1998.0
1275,,,,,50.0,1998.0
1276,,,,,40.0,1998.0
1277,,,,,45.0,1998.0
1278,,,,,30.0,1998.0
1279,,,,,,1998.0
1280,,,,,40.0,1998.0
1281,,,,,20.0,1998.0
1282,,,,,,1998.0
1283,,,,,35.0,1998.0
1284,,,,,28.0,1998.0
1285,,,,,45.0,1998.0
1286,,,,,40.0,1998.0
1287,,,,,32.0,1998.0
1288,,,,,50.0,1998.0
1289,,,,,40.0,1998.0
1290,,,,,,1998.0
1291,,,,,38.0,1998.0
1292,,,,,,1998.0
1293,,,,,,1998.0
1294,,,,,,1998.0
1295,,,,,55.0,1998.0
1296,,,,1989.0,,1998.0
1297,,,,,30.0,1998.0
1298,,,,,40.0,1998.0
1299,,,,,80.0,1998.0
1300,,,,,38.0,1998.0
1301,,,,,41.0,1998.0
1302,,,,,40.0,1998.0
1303,,,,,32.0,1998.0
1304,,,,,40.0,1998.0
1305,,,,,50.0,1998.0
1306,,,,,40.0,1998.0
1307,,,,,23.0,1998.0
1308,,,,,,1998.0
1309,,,,,40.0,1998.0
1310,,,,,20.0,1998.0
1311,,,,,40.0,1998.0
1312,,,,,,1998.0
1313,,,,,,1998.0
1314,,,,,,1998.0
1315,,,,1997.0,,1998.0
1316,,,,,,1998.0
1317,,,,1997.0,,1998.0
1318,,,,,,1998.0
1319,,,,,36.0,1998.0
1320,,,,,,1998.0
1321,,,,,37.0,1998.0
1322,,,,,,1998.0
1323,,,,1995.0,,1998.0
1324,,,,,40.0,1998.0
1325,,,,,,1998.0
1326,,,,,,1998.0
1327,,,,,34.0,1998.0
1328,,,,,40.0,1998.0
1329,,,,,40.0,1998.0
1330,,,,,,1998.0
1331,,,,,32.0,1998.0
1332,,,,,,1998.0
1333,,,,,50.0,1998.0
1334,,,,,40.0,1998.0
1335,,,,1994.0,,1998.0
1336,,,,,38.0,1998.0
1337,,,,,40.0,1998.0
1338,,,,,40.0,1998.0
1339,,,,,37.0,1998.0
1340,,,,,40.0,1998.0
1341,,,,,48.0,1998.0
1342,,,,,41.0,1998.0
1343,,,,,38.0,1998.0
1344,,,,,40.0,1998.0
1345,,,,,60.0,1998.0
1346,,,,,50.0,1998.0
1347,,,,,45.0,1998.0
1348,,,,,40.0,1998.0
1349,,,,,60.0,1998.0
1350,,,,,60.0,1998.0
1351,,,,,68.0,1998.0
1352,,,,,,1998.0
1353,,,,,,1998.0
1354,,,,,30.0,1998.0
1355,,,,,50.0,1998.0
1356,,,,,50.0,1998.0
1357,,,,,35.0,1998.0
1358,,,,,,1998.0
1359,,,,,40.0,1998.0
1360,,,,,10.0,1998.0
1361,,,,,40.0,1998.0
1362,,,,,52.0,1998.0
1363,,,,,48.0,1998.0
1364,,,,,,1998.0
1365,,,,,44.0,1998.0
1366,,,,,40.0,1998.0
1367,,,,,40.0,1998.0
1368,,,,,89.0,1998.0
1369,,,,,,1998.0
1370,,,,,37.0,1998.0
1371,,,,,35.0,1998.0
1372,,,,,40.0,1998.0
1373,,,,,89.0,1998.0
1374,,,,,43.0,1998.0
1375,,,,,40.0,1998.0
1376,,,,,38.0,1998.0
1377,,,,,60.0,1998.0
1378,,,,,40.0,1998.0
1379,,,,,15.0,1998.0
1380,,,,,50.0,1998.0
1381,,,,,40.0,1998.0
1382,,,,,50.0,1998.0
1383,,,,,48.0,1998.0
1384,,,,,40.0,1998.0
1385,,,,,40.0,1998.0
1386,,,,,,1998.0
1387,,,,,,1998.0
1388,,,,,40.0,1998.0
1389,,,,,,1998.0
1390,,,,,,1998.0
1391,,,,,,1998.0
1392,,,,1992.0,,1998.0
1393,,,,,,1998.0
1394,,,,,,1998.0
1395,,,,,37.0,1998.0
1396,,,,1984.0,,1998.0
1397,,,,,,1998.0
1398,,,,,80.0,1998.0
1399,,,,,32.0,1998.0
1400,,,,,6.0,1998.0
1401,,,,,40.0,1998.0
1402,,,,,56.0,1998.0
1403,,,,,,1998.0
1404,,,,,45.0,1998.0
1405,,,,,,1998.0
1406,,,,,70.0,1998.0
1407,,,,,50.0,1998.0
1408,,,,,65.0,1998.0
1409,,,,,,1998.0
1410,,,,,15.0,1998.0
1411,,,,,44.0,1998.0
1412,,,,,50.0,1998.0
1413,,,,,50.0,1998.0
1414,,,,,55.0,1998.0
1415,,,,,45.0,1998.0
1416,,,,,40.0,1998.0
1417,,,,,60.0,1998.0
1418,,,,,,1998.0
1419,,,,,,1998.0
1420,,,,,48.0,1998.0
1421,,,,,,1998.0
1422,,,,,40.0,1998.0
1423,,,,,,1998.0
1424,,,,,60.0,1998.0
1425,,,,,,1998.0
1426,,,,,40.0,1998.0
1427,,,,,42.0,1998.0
1428,,,,,45.0,1998.0
1429,,,,,50.0,1998.0
1430,,,,,15.0,1998.0
1431,,,,,,1998.0
1432,,,,,40.0,1998.0
1433,,,,,75.0,1998.0
1434,,,,,30.0,1998.0
1435,,,,,54.0,1998.0
1436,,,,,50.0,1998.0
1437,,,,,,1998.0
1438,,,,,35.0,1998.0
1439,,,,,40.0,1998.0
1440,,,,,58.0,1998.0
1441,,,,,42.0,1998.0
1442,,,,,50.0,1998.0
1443,,,,,50.0,1998.0
1444,,,,,40.0,1998.0
1445,,,,,65.0,1998.0
1446,,,,,40.0,1998.0
1447,,,,,43.0,1998.0
1448,,,,,53.0,1998.0
1449,,,,,55.0,1998.0
1450,,,,,35.0,1998.0
1451,,,,,17.0,1998.0
1452,,,,,,1998.0
1453,,,,,50.0,1998.0
1454,,,,,35.0,1998.0
1455,,,,,60.0,1998.0
1456,,,,,35.0,1998.0
1457,,,,,40.0,1998.0
1458,,,,,40.0,1998.0
1459,,,,,45.0,1998.0
1460,,,,,45.0,1998.0
1461,,,,,,1998.0
1462,,,,1981.0,,1998.0
1463,,,,,43.0,1998.0
1464,,,,,40.0,1998.0
1465,,,,,,1998.0
1466,,,,,45.0,1998.0
1467,,,,,,1998.0
1468,,,,,44.0,1998.0
1469,,,,,,1998.0
1470,,,,1996.0,,1998.0
1471,,,,,,1998.0
1472,,,,,,1998.0
1473,,,,,40.0,1998.0
1474,,,,,70.0,1998.0
1475,,,,1998.0,,1998.0
1476,,,,,,1998.0
1477,,,,,,1998.0
1478,,,,,,1998.0
1479,,,,,35.0,1998.0
1480,,,,,60.0,1998.0
1481,,,,,30.0,1998.0
1482,,,,,40.0,1998.0
1483,,,,,,1998.0
1484,,,,,18.0,1998.0
1485,,,,,35.0,1998.0
1486,,,,,40.0,1998.0
1487,,,,,23.0,1998.0
1488,,,,,25.0,1998.0
1489,,,,,,1998.0
1490,,,,,40.0,1998.0
1491,,,,,,1998.0
1492,,,,,41.0,1998.0
1493,,,,,60.0,1998.0
1494,,,,,50.0,1998.0
1495,,,,1997.0,,1998.0
1496,,,,,,1998.0
1497,,,,,,1998.0
1498,,,,,20.0,1998.0
1499,,,,,,1998.0
1500,,,,,20.0,1998.0
1501,,,,,,1998.0
1502,,,,,50.0,1998.0
1503,,,,1997.0,,1998.0
1504,,,,,40.0,1998.0
1505,,,,,24.0,1998.0
1506,,,,,50.0,1998.0
1507,,,,,40.0,1998.0
1508,,,,,28.0,1998.0
1509,,,,,40.0,1998.0
1510,,,,,40.0,1998.0
1511,,,,,40.0,1998.0
1512,,,,,50.0,1998.0
1513,,,,,40.0,1998.0
1514,,,,,43.0,1998.0
1515,,,,,33.0,1998.0
1516,,,,,,1998.0
1517,,,,,36.0,1998.0
1518,,,,,40.0,1998.0
1519,,,,,,1998.0
1520,,,,,50.0,1998.0
1521,,,,,50.0,1998.0
1522,,,,1976.0,,1998.0
1523,,,,,40.0,1998.0
1524,,,,,46.0,1998.0
1525,,,,,23.0,1998.0
1526,,,,,40.0,1998.0
1527,,,,,48.0,1998.0
1528,,,,,,1998.0
1529,,,,1985.0,,1998.0
1530,,,,,,1998.0
1531,,,,,50.0,1998.0
1532,,,,,,1998.0
1533,,,,,56.0,1998.0
1534,,,,,,1998.0
1535,,,,,60.0,1998.0
1536,,,,,,1998.0
1537,,,,,,1998.0
1538,,,,,40.0,1998.0
1539,,,,1980.0,,1998.0
1540,,,,1975.0,,1998.0
1541,,,,,35.0,1998.0
1542,,,,,50.0,1998.0
1543,,,,,,1998.0
1544,,,,,,1998.0
1545,,,,,60.0,1998.0
1546,,,,,40.0,1998.0
1547,,,,,40.0,1998.0
1548,,,,,40.0,1998.0
1549,,,,,40.0,1998.0
1550,,,,,40.0,1998.0
1551,,,,,,1998.0
1552,,,,,40.0,1998.0
1553,,,,,40.0,1998.0
1554,,,,,40.0,1998.0
1555,,,,,40.0,1998.0
1556,,,,,40.0,1998.0
1557,,,,,,1998.0
1558,,,,,40.0,1998.0
1559,,,,,,1998.0
1560,,,,,40.0,1998.0
1561,,,,,40.0,1998.0
1562,,,,,40.0,1998.0
1563,,,,,40.0,1998.0
1564,,,,,32.0,1998.0
1565,,,,,40.0,1998.0
1566,,,,,,1998.0
1567,,,,1994.0,,1998.0
1568,,,,,,1998.0
1569,,,,,,1998.0
1570,,,,,40.0,1998.0
1571,,,,,40.0,1998.0
1572,,,,,40.0,1998.0
1573,,,,,,1998.0
1574,,,,,40.0,1998.0
1575,,,,,,1998.0
1576,,,,,45.0,1998.0
1577,,,,,26.0,1998.0
1578,,,,,30.0,1998.0
1579,,,,,20.0,1998.0
1580,,,,,65.0,1998.0
1581,,,,,42.0,1998.0
1582,,,,,65.0,1998.0
1583,,,,,30.0,1998.0
1584,,,,,,1998.0
1585,,,,,60.0,1998.0
1586,,,,1992.0,,1998.0
1587,,,,1989.0,,1998.0
1588,,,,,40.0,1998.0
1589,,,,,,1998.0
1590,,,,,40.0,1998.0
1591,,,,,,1998.0
1592,,,,,20.0,1998.0
1593,,,,,50.0,1998.0
1594,,,,,35.0,1998.0
1595,,,,,,1998.0
1596,,,,,,1998.0
1597,,,,,55.0,1998.0
1598,,,,,40.0,1998.0
1599,,,,,,1998.0
1600,,,,1996.0,,1998.0
1601,,,,,40.0,1998.0
1602,,,,,6.0,1998.0
1603,,,,,40.0,1998.0
1604,,,,,16.0,1998.0
1605,,,,,40.0,1998.0
1606,,,,,40.0,1998.0
1607,,,,,47.0,1998.0
1608,,,,,36.0,1998.0
1609,,,,,,1998.0
1610,,,,,50.0,1998.0
1611,,,,,40.0,1998.0
1612,,,,,40.0,1998.0
1613,,,,,40.0,1998.0
1614,,,,,40.0,1998.0
1615,,,,,,1998.0
1616,,,,,,1998.0
1617,,,,,12.0,1998.0
1618,,,,,30.0,1998.0
1619,,,,,56.0,1998.0
1620,,,,,48.0,1998.0
1621,,,,,,1998.0
1622,,,,,80.0,1998.0
1623,,,,,40.0,1998.0
1624,,,,,,1998.0
1625,,,,,20.0,1998.0
1626,,,,,50.0,1998.0
1627,,,,,40.0,1998.0
1628,,,,,20.0,1998.0
1629,,,,,40.0,1998.0
1630,,,,,35.0,1998.0
1631,,,,,50.0,1998.0
1632,,,,,,1998.0
1633,,,,,,1998.0
1634,,,,,51.0,1998.0
1635,,,,,48.0,1998.0
1636,,,,,46.0,1998.0
1637,,,,,40.0,1998.0
1638,,,,,40.0,1998.0
1639,,,,,40.0,1998.0
1640,,,,,40.0,1998.0
1641,,,,,8.0,1998.0
1642,,,,1962.0,,1998.0
1643,,,,,60.0,1998.0
1644,,,,,6.0,1998.0
1645,,,,,,1998.0
1646,,,,,,1998.0
1647,,,,,,1998.0
1648,,,,,,1998.0
1649,,,,,46.0,1998.0
1650,,,,,30.0,1998.0
1651,,,,,40.0,1998.0
1652,,,,1997.0,,1998.0
1653,,,,,40.0,1998.0
1654,,,,,32.0,1998.0
1655,,,,,40.0,1998.0
1656,,,,,,1998.0
1657,,,,,,1998.0
1658,,,,,,1998.0
1659,,,,,60.0,1998.0
1660,,,,,70.0,1998.0
1661,,,,,50.0,1998.0
1662,,,,,,1998.0
1663,,,,1995.0,,1998.0
1664,,,,,,1998.0
1665,,,,,30.0,1998.0
1666,,,,,60.0,1998.0
1667,,,,1962.0,,1998.0
1668,,,,,44.0,1998.0
1669,,,,,35.0,1998.0
1670,,,,,24.0,1998.0
1671,,,,,80.0,1998.0
1672,,,,,40.0,1998.0
1673,,,,,45.0,1998.0
1674,,,,,48.0,1998.0
1675,,,,,35.0,1998.0
1676,,,,,50.0,1998.0
1677,,,,,45.0,1998.0
1678,,,,,40.0,1998.0
1679,,,,,50.0,1998.0
1680,,,,,,1998.0
1681,,,,,40.0,1998.0
1682,,,,,24.0,1998.0
1683,,,,,,1998.0
1684,,,,,,1998.0
1685,,,,,42.0,1998.0
1686,,,,,40.0,1998.0
1687,,,,,60.0,1998.0
1688,,,,,,1998.0
1689,,,,,50.0,1998.0
1690,,,,,,1998.0
1691,,,,,50.0,1998.0
1692,,,,,,1998.0
1693,,,,,34.0,1998.0
1694,,,,,48.0,1998.0
1695,,,,,,1998.0
1696,,,,,35.0,1998.0
1697,,,,,50.0,1998.0
1698,,,,,40.0,1998.0
1699,,,,,55.0,1998.0
1700,,,,,48.0,1998.0
1701,,,,,40.0,1998.0
1702,,,,,38.0,1998.0
1703,,,,,52.0,1998.0
1704,,,,,40.0,1998.0
1705,,,,,,1998.0
1706,,,,,50.0,1998.0
1707,,,,,,1998.0
1708,,,,1993.0,,1998.0
1709,,,,,40.0,1998.0
1710,,,,,40.0,1998.0
1711,,,,,70.0,1998.0
1712,,,,,78.0,1998.0
1713,,,,,24.0,1998.0
1714,,,,,,1998.0
1715,,,,,45.0,1998.0
1716,,,,,55.0,1998.0
1717,,,,,55.0,1998.0
1718,,,,,43.0,1998.0
1719,,,,,55.0,1998.0
1720,,,,,,1998.0
1721,,,,,62.0,1998.0
1722,,,,1984.0,,1998.0
1723,,,,,40.0,1998.0
1724,,,,1990.0,,1998.0
1725,,,,,,1998.0
1726,,,,,,1998.0
1727,,,,,40.0,1998.0
1728,,,,,40.0,1998.0
1729,,,,,,1998.0
1730,,,,,68.0,1998.0
1731,,,,,50.0,1998.0
1732,,,,,48.0,1998.0
1733,,,,,49.0,1998.0
1734,,,,,28.0,1998.0
1735,,,,,35.0,1998.0
1736,,,,,50.0,1998.0
1737,,,,,55.0,1998.0
1738,,,,,,1998.0
1739,,,,,40.0,1998.0
1740,,,,,40.0,1998.0
1741,,,,,,1998.0
1742,,,,,18.0,1998.0
1743,,,,,40.0,1998.0
1744,,,,,,1998.0
1745,,,,,65.0,1998.0
1746,,,,,50.0,1998.0
1747,,,,,60.0,1998.0
1748,,,,,40.0,1998.0
1749,,,,,40.0,1998.0
1750,,,,,60.0,1998.0
1751,,,,,,1998.0
1752,,,,,26.0,1998.0
1753,,,,1979.0,,1998.0
1754,,,,,41.0,1998.0
1755,,,,,,1998.0
1756,,,,1996.0,,1998.0
1757,,,,,,1998.0
1758,,,,,55.0,1998.0
1759,,,,,8.0,1998.0
1760,,,,,40.0,1998.0
1761,,,,,,1998.0
1762,,,,,40.0,1998.0
1763,,,,,,1998.0
1764,,,,,,1998.0
1765,,,,,,1998.0
1766,,,,,,1998.0
1767,,,,,,1998.0
1768,,,,1995.0,,1998.0
1769,,,,,45.0,1998.0
1770,,,,1989.0,,1998.0
1771,,,,,45.0,1998.0
1772,,,,,,1998.0
1773,,,,,,1998.0
1774,,,,,60.0,1998.0
1775,,,,,,1998.0
1776,,,,,40.0,1998.0
1777,,,,,40.0,1998.0
1778,,,,,,1998.0
1779,,,,,,1998.0
1780,,,,,30.0,1998.0
1781,,,,,42.0,1998.0
1782,,,,1997.0,,1998.0
1783,,,,1991.0,,1998.0
1784,,,,,1.0,1998.0
1785,,,,1997.0,,1998.0
1786,,,,1984.0,,1998.0
1787,,,,,65.0,1998.0
1788,,,,,45.0,1998.0
1789,,,,,50.0,1998.0
1790,,,,,35.0,1998.0
1791,,,,,,1998.0
1792,,,,,50.0,1998.0
1793,,,,,55.0,1998.0
1794,,,,,89.0,1998.0
1795,,,,,40.0,1998.0
1796,,,,,,1998.0
1797,,,,1969.0,,1998.0
1798,,,,,45.0,1998.0
1799,,,,,32.0,1998.0
1800,,,,,30.0,1998.0
1801,,,,,,1998.0
1802,,,,1998.0,,1998.0
1803,,,,,83.0,1998.0
1804,,,,,,1998.0
1805,,,,,40.0,1998.0
1806,,,,,52.0,1998.0
1807,,,,,40.0,1998.0
1808,,,,,40.0,1998.0
1809,,,,1969.0,,1998.0
1810,,,,1987.0,,1998.0
1811,,,,,,1998.0
1812,,,,1994.0,,1998.0
1813,,,,,40.0,1998.0
1814,,,,,50.0,1998.0
1815,,,,,32.0,1998.0
1816,,,,,,1998.0
1817,,,,,,1998.0
1818,,,,1970.0,,1998.0
1819,,,,,,1998.0
1820,,,,,40.0,1998.0
1821,,,,,40.0,1998.0
1822,,,,,10.0,1998.0
1823,,,,,40.0,1998.0
1824,,,,,35.0,1998.0
1825,,,,,60.0,1998.0
1826,,,,,40.0,1998.0
1827,,,,,40.0,1998.0
1828,,,,,,1998.0
1829,,,,,50.0,1998.0
1830,,,,,59.0,1998.0
1831,,,,,,1998.0
1832,,,,,56.0,1998.0
1833,,,,,50.0,1998.0
1834,,,,,40.0,1998.0
1835,,,,,40.0,1998.0
1836,,,,,45.0,1998.0
1837,,,,,13.0,1998.0
1838,,,,,40.0,1998.0
1839,,,,,50.0,1998.0
1840,,,,,18.0,1998.0
1841,,,,,40.0,1998.0
1842,,,,,,1998.0
1843,,,,,50.0,1998.0
1844,,,,,40.0,1998.0
1845,,,,,40.0,1998.0
